,Price_EUR_MWh,Forecast_Load_MW,Forecast_Solar_MW,Forecast_Wind_MW,Forecast_Residual_Load_MW,Is_Negative,Year,Hour,DayOfWeek,Month,Hour_sin,Hour_cos,DayOfWeek_sin,DayOfWeek_cos,Month_sin,Month_cos
2025-10-01 13:00:00+02:00,16.99,52000.0,15203.75,1528.28,35267.97,False,2025,13,2,10,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001
2025-10-01 14:00:00+02:00,6.67,49400.0,15953.53,1615.06,31831.41,False,2025,14,2,10,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001
2025-10-01 15:00:00+02:00,16.68,48400.0,15131.99,1638.19,31629.820000000003,False,2025,15,2,10,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001
2025-10-01 16:00:00+02:00,19.0,47000.0,12968.63,1651.03,32380.340000000004,False,2025,16,2,10,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001
2025-10-01 17:00:00+02:00,25.1,45600.0,9652.12,1710.96,34236.92,False,2025,17,2,10,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001
2025-10-01 18:00:00+02:00,59.07,47100.0,5763.62,1797.28,39539.1,False,2025,18,2,10,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001
2025-10-01 19:00:00+02:00,105.68,50000.0,2081.45,2021.63,45896.920000000006,False,2025,19,2,10,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001
2025-10-01 20:00:00+02:00,148.01,51300.0,287.06,2367.1,48645.840000000004,False,2025,20,2,10,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001
2025-10-01 21:00:00+02:00,102.47,48300.0,0.0,2629.27,45670.73,False,2025,21,2,10,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001
2025-10-01 22:00:00+02:00,92.23,44600.0,0.0,2743.3,41856.7,False,2025,22,2,10,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001
2025-10-01 23:00:00+02:00,86.87,46700.0,0.0,2774.82,43925.18,False,2025,23,2,10,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001
2025-10-02 00:00:00+02:00,96.94,44769.0,0.0,2693.78,42075.22,False,2025,0,3,10,0.0,1.0,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001
2025-10-02 01:00:00+02:00,73.51,41208.0,0.0,2539.22,38668.78,False,2025,1,3,10,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001
2025-10-02 02:00:00+02:00,79.84,40666.0,0.0,2483.36,38182.64,False,2025,2,3,10,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001
2025-10-02 03:00:00+02:00,39.49,38774.0,0.0,2539.18,36234.82,False,2025,3,3,10,0.7071067811865476,0.7071067811865476,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001
2025-10-02 04:00:00+02:00,31.36,37532.0,0.0,2593.62,34938.38,False,2025,4,3,10,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001
2025-10-02 05:00:00+02:00,46.99,37575.0,0.0,2655.28,34919.72,False,2025,5,3,10,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001
2025-10-02 06:00:00+02:00,51.57,41217.0,0.0,2749.6,38467.4,False,2025,6,3,10,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001
2025-10-02 07:00:00+02:00,71.54,47028.0,0.0,2746.1,44281.9,False,2025,7,3,10,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001
2025-10-02 08:00:00+02:00,153.01,50174.0,1.56,2660.04,47512.4,False,2025,8,3,10,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001
2025-10-02 09:00:00+02:00,119.87,50990.0,1189.74,2630.58,47169.68,False,2025,9,3,10,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001
2025-10-02 10:00:00+02:00,84.5,51524.0,5015.67,2610.0,43898.33,False,2025,10,3,10,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001
2025-10-02 11:00:00+02:00,44.1,51637.0,9829.33,2030.26,39777.409999999996,False,2025,11,3,10,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001
2025-10-02 12:00:00+02:00,28.05,51954.0,13479.85,1713.77,36760.380000000005,False,2025,12,3,10,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001
2025-10-02 13:00:00+02:00,20.16,52373.0,15527.25,1961.13,34884.62,False,2025,13,3,10,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001
2025-10-02 14:00:00+02:00,15.59,49855.0,16111.81,2211.52,31531.670000000002,False,2025,14,3,10,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001
2025-10-02 15:00:00+02:00,15.0,48832.0,15205.3,2327.01,31299.689999999995,False,2025,15,3,10,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001
2025-10-02 16:00:00+02:00,20.7,47683.0,12943.04,2323.98,32415.98,False,2025,16,3,10,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001
2025-10-02 17:00:00+02:00,25.1,46196.0,9645.16,2252.7799999999997,34298.06,False,2025,17,3,10,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001
2025-10-02 18:00:00+02:00,47.16,46978.0,5752.51,2324.99,38900.5,False,2025,18,3,10,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001
2025-10-02 19:00:00+02:00,90.0,50562.0,2026.47,2845.12,45690.409999999996,False,2025,19,3,10,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001
2025-10-02 20:00:00+02:00,130.71,52053.0,262.86,3750.19,48039.95,False,2025,20,3,10,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001
2025-10-02 21:00:00+02:00,99.82,48186.0,0.0,4696.4,43489.6,False,2025,21,3,10,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001
2025-10-02 22:00:00+02:00,57.16,45627.0,0.0,5543.3,40083.7,False,2025,22,3,10,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001
2025-10-02 23:00:00+02:00,39.31,47546.0,0.0,6011.55,41534.45,False,2025,23,3,10,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001
2025-10-03 00:00:00+02:00,58.41,44200.0,0.0,5669.07,38530.93,False,2025,0,4,10,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
2025-10-03 01:00:00+02:00,47.56,40700.0,0.0,5467.34,35232.66,False,2025,1,4,10,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
2025-10-03 02:00:00+02:00,30.6,40300.0,0.0,5212.56,35087.44,False,2025,2,4,10,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
2025-10-03 03:00:00+02:00,26.78,38400.0,0.0,5003.62,33396.38,False,2025,3,4,10,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
2025-10-03 04:00:00+02:00,17.69,37100.0,0.0,4793.87,32306.13,False,2025,4,4,10,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
